longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-55.468,49.019,FALL,Fallsview Municipal Park,CP,709.258.2228,,,48,,WE DP SH,NL,17.1,N,Bishops Falls NL A0H1C0
-55.402,47.209,FREN,Frenchmans Cove Provincial Park,PP,709.635.4520,,,75,,DP FT DW RS,NL,0.2,NE,Frenchmans Cove Fb NL
-57.958,49.681,GREE,Green Point - Gros Morne National Park,CNP,709.458.2417,,,31,,NR,NL,3.7,S,Sallys Cove
-52.883,47.161,LAMA,La Manche Provincial Park,PP,709.635.4520,,,70,,DP PT DW RS,NL,5.5,NE,Cape Broyle NL
-53.362,48.438,LOCK,Lockston Path Provincial Park,PP,709.635.4520,,,55,,WE DP FT DW SH RS,NL,,,
-57.762,49.461,LOMO,Lomond - Gros Morne National Park,CNP,709.458.2417,,,29,,DP FT DW SH NR,NL,11.3,SE,Rocky Harbour NL
-53.916,48.649,MALA,Malady Head - Terra Nova National Park,CNP,709.533.2801,,,100,,NH DP FT DW SH RS,NL,,,
-53.985,48.542,NEWM,Newman Sound - Terra Nova National Park,CNP,709.533.2801,,,343,,E DP FT DW SH RS,NL,,,
-55.08,49.115,NOTR,Notre Dame Provincial Park,PP,709.635.4520,,,100,,DP FT DW SH RS,NL,9,S,Lewisporte NL
-56.704,51.632,PINW,Pinware River Provincial Park,PP,709.635.4520,,,15,,DP PT DW RS,NL,2.9,N,West St Modeste NL
-55.697,51.523,PIST,Pistolet Bay Provincial Park,PP,709.635.4520,,,30,,DP FT DW SH RS,NL,2.8,SE,Raleigh NL
-57.647,47.607,SAND,Sandbanks Provincial Park,PP,709.635.4520,,,25,,NH DP PT RS,NL,,,
-55.641,48.926,SANG,Sanger Memorial RV Park,CP,709.489.7350,,no tents,38,,WES DP SH,NL,0.8,E,GRAND FALLS WINDSOR NL
-57.76,49.939,SHAL,Shallow Bay - Gros Morne National Park,CNP,709.458.2417,,,62,,DP FT DW SH RS,NL,25,N,Rocky Harbour NL
-57.173,49.345,SIRR,Sir Richard Squires Memorial Provincial Park,PP,709.635.4520,,,160,,NH DP PT DW RS,NL,16.7,NE,Deer Lake NL
-58.132,49.437,TROU,Trout River Pond - Gros Morne National Park,CNP,709.458.2417,,,44,,FT DW SH RS,NL,14.4,SW,Rocky Harbour NL
-64.774,45.338,ADVO,Advocate Harbor,CP,902.392.2606,,,,,RS,NS,0.4,E,Advocate Harbour
-63.879,45.961,AMHE,Amherst Shore Provincial Park,PP,902.661.6002,,,42,,RS,NS,2.2,N,Northport
-60.869,45.649,BATT,Battery Provincial Park,PP,902.535.3094,,,56,,FT RS,NS,0.6,SE,St. Peters
-60.611,46.832,BIGI,Big Intervale - Cape Breton Highlands National Park,CNP,902.224.2306,,,10,,NH PT NW NR,NS,6.1,SW,Cape North
-64.337,45.268,BLOM,Blomidon Provincial Park,PP,902.582.7319,,,70,,RS,NS,8.7,NE,Canning
-61.511,45.427,BOYL,Boylston Provincial Park,PP,902.533.3326,,,35,,RS,NS,2.6,N,Guysborough
-60.364,46.71,BROA,Broad Cove - Cape Breton Highlands National Park,CNP,902.224.2306,,,250,,WES FT RS,NS,0.2,E,Ingonish
-64.824,45.35,CAPE,Cape Chignecto Provincial Park,PP,902.392.2085,,walk to sites only,60,,VT,NS,18.2,W,Diligent River
-62.657,45.722,CARI,Caribou Munroes Island Provincial Park,PP,902.485.6134,,,95,,RS,NS,4.3,NE,Pictou
-60.954,46.651,CHET,Cheticamp - Cape Breton Highlands National Park,CNP,902.224.2306,,,160,,WES FT RS,NS,,,
-60.925,46.726,CORN,Corney Brook - Cape Breton Highlands National Park,CNP,902.224.2306,,,20,,NH FT NW NR,NS,9,SW,Pleasant Bay
-63.312,44.933,DOLL,Dollar Lake Provincial Park,PP,902.384.2770,,,119,,FT RS,NS,3.9,W,Meaghers Grant
-66.006,43.93,ELLE,Ellenwood Lake Provincial Park,PP,902.761.2400,,,87,,RS,NS,3,E,South Ohio
-64.021,45.408,FIVE,Five Islands Provincial Park,PP,902.254.2980,,,90,,RS,NS,0.8,E,Five Islands
-64.218,44.566,GRAV,Graves Island Provincial Park,PP,902.275.4425,,,84,,RS,NS,2,NE,Chester
-60.4,46.653,INGO,Ingonish - Cape Breton Highlands National Park,CNP,902.224.2306,,,90,,NH NR,NS,0.9,N,Ingonish Beach
-65.249,44.405,JERE,Jeremys Bay Campground - Kejimkujik National Park,CNP,902.682.2772,,,350,,RS,NS,21.4,S,Annapolis
-63.602,44.878,LAUR,Laurie Provincial Park,PP,902.861.1623,,,71,,RS,NS,1.3,W,Grand Lake
-60.767,46.813,MACI,MacIntosh Brook - Cape Breton Highlands National Park,CNP,902.224.2306,,,10,,NH FT NR,NS,1.7,SE,Pleasant Bay
-60.037,46.026,MIRA,Mira River Provincial Park,PP,902.563.3373,,,148,,VT RS,NS,1.3,NE,Albert Bridge
-63.309,44.691,PORT,Porters Lake Provincial Park,PP,902.827.2250,,,80,,VT RS,NS,0.3,NE,West Porters Lake
-65.445,44.583,RAVE,Raven Haven Beachside City Park,CP,902.532.7320,,,15,,,NS,13.6,SW,Annapolis
-64.424,44.232,RISS,Rissers Beach Provincial Park,PP,902.688.2034,,,90,,NH RS,NS,10.3,NE,Port Medway
-61.767,45.237,SALS,Salsman Provincial Park,PP,902.328.2999,,,40,,NH VT RS,NS,9.4,N,Bickerton West
-63.961,45.014,SMIL,Smileys Provincial Park,PP,902.757.3131,,,86,,FT RS,NS,2.3,E,Newport
-65.338,43.765,THEI,The Islands Provincial Park,PP,902.875.4304,,,70,,RS,NS,0.7,W,Shelburne
-64.92,43.845,THOM,Thomas Raddall Provincial Park,PP,902.683.2664,,,82,,RS,NS,2.4,SW,Port Joli
-62.629,45.624,TREN,Trenton City Park,CP,902.752.1019,,,45,,,NS,0.7,NE,Trenton
-65.318,44.869,VALL,Valleyview Provincial Park,PP,902.665.2559,,,30,,RS,NS,2.8,SE,Hampton
-61.108,45.966,WHYC,Whycocomagh Provincial Park,PP,902.756.2448,,,62,,RS,NS,4.5,N,Orangedale
-121.828,61.369,BLAC,Blackstone Territorial Park,PP,867.695.7515,,,19,,DW SH RS,NT,37.5,SW,Fort Simpson
-121.343,61.854,FORT,Fort Simpson Territorial Park,PP,867.695.7515,,,20,,RS,NT,0.7,SE,Fort Simpson
-114.417,62.471,FRED,Fred Henne Territorial Park,PP,867.920.2472,,,104,,E DP VT DW SH RS,NT,1.8,NW,Yellowknife
-133.733,68.362,HAPP,Happy Valley Territorial Park,PP,867.777.7353,,,28,,E DW SH RS,NT,0.3,W,Inuvik
-115.744,60.864,HAYR,Hay River Territorial Park,PP,867.875.5566,,,30,,E DW SH RS,NT,3.6,NE,Hay River
-133.654,68.333,JAKT,Jak Territorial Park,PP,867.777.7353,,,35,,E DW SH RS,NT,2.6,SE,Inuvik
-113.98,62.567,PREL,Prelude Lake Territorial Park,PP,867.920.3242,,,63,,NH DP DW RS,NT,,,
-111.871,60.01,QUEE,Queen Elizabeth Territorial Park,PP,867.875.5566,,location not verified,17,,E DW RS,NT,0.5,NE,Fort Smith
-113.467,62.487,REID,Reid Lake Territorial Park,PP,867.920.3242,,,65,,NH DW RS,NT,,,
-119.842,61.144,SAMB,Sambaa Deh Territorial Park,PP,867.695.7515,,,20,,NH DP DW SH RS,NT,,,
-116.249,60.508,TWIN,Twin Falls Gorge Territorial Park,PP,867.875.5566,,,15,,RS,NT,5,SW,Enterprise
-81.835,42.829,AWCA,A W Campbell Conservation Area,AUTH,519.847.5357,,,140,,WE,ON,2.7,E,On N0N 1A0
-92.644,49.753,AARO,Aaron Provincial Park,PP,807.938.6534,,,98,,E FT DW NR,ON,,,
-77.756,45.866,ACHR,Achray - Algonquin Provincial Park,PP,705.633.5572,,,,,RS,ON,,,
-84.626,47.348,AGAW,Agawa Bay - Lake Superior Provincial Park,PP,705.856.2284,,,38,,E FT DW RS,ON,22.1,S,Algoma
-79.82,43.935,ALBI,Albion Hills Conservation Area,AUTH,800.838.9921,,,234,,,ON,10.1,NE,Caledon
-75.209,44.883,ARLO,Arlor Haven Campground,CP,613.543.4244,,mostly seasonal sites - 7 overnight sites,7,,WE DP FT DW SH RS,ON,0.3,SW,Mariatown
-79.223,45.383,ARRO,Arrowhead Provincial Park,PP,705. 789.5105,,,378,,E FT DW RS,ON,3.9,N,Huntsville
-80.003,44.845,AWEN,Awenda Provincial Park,PP,705.549.2231,,,333,,E FT DW RS,ON,,,
-80.468,42.648,BACK,Backus Conservation Area,AUTH,877.990.9932,,,150,,WE,ON,1.9,NW,Port Rowan
-78.875,44.634,BALS,Balsam Lake Provincial Park,PP,705. 454.3324,,,505,,E FT DW RS,ON,7.1,NE,Kirkfield
-79.478,44.606,BASS,Bass Lake Provincial Park,PP,705. 326.7054,,,182,,E FT DW RS,ON,2.9,W,Orillia
-81.708,42.645,BIGB,Big Bend Conservation Area,AUTH,519.354.7310,,,,,,ON,,,
-93.471,49.905,BLUE,Blue Lake Provincial Park,PP,807. 227.2601,,,198,,E FT DW RS,ON,46.4,E,Kenora
-77.213,44.899,BONE,Bon Echo Provincial Park,PP,613.336.2228,,,528,,E FT DW RS,ON,5.8,N,Cloyne
-77.58,45.658,BONN,Bonnechere Provincial Park,PP,613. 757.2103,,,128,,E FT DW RS,ON,10.6,NW,Killaloe
-77.735,44.47,BOOS,Booster Park,CP,613.472.3127,,,60,,,ON,2.8,W,Marmora
-80.311,43.143,BRAN,Brant Conservation Area,AUTH,519.752.2040,,,400,,WE,ON,2.4,W,Brantford
-78.489,46.026,BREN,Brent - Algonquin Provincial Park,PP,705.633.5572,,,,,RS,ON,49.5,E,Nipissing
-79.762,43.421,BRON,Bronte Creek Provincial Park,PP,905.827.6911,,,144,,E FT DW RS,ON,4.9,SW,Oakville
-81.523,44.379,BRUC,Brucedale Conservation Area,AUTH,519.364.1255,,,53,,,ON,15.1,N,Kincardine
-79.642,42.896,BYNG,Byng Island Conservation Area,AUTH,905.774.5755,,,380,,WE,ON,12.1,E,Haldimand
-82.107,42.375,CMWI,C. M. Wilson,AUTH,,,,102,,,ON,3,N,Charing Cross
-93.904,49.069,CALI,Caliper Lake Provincial Park,PP,807. 484.2181,,,83,,E FT DW RS,ON,30.5,NE,Pinewood
-78.595,45.564,CANI,Canisbay Lake - Algonquin Provincial Park,PP,705.633.5572,,,242,,RS,ON,,,
-76.041,44.502,CHAR,Charleston Lake Provincial Park,PP,613. 659.2065,,,238,,E PT DW RS,ON,,,
-74.529,45.094,CHAR,Charlottenburgh Park,AUTH,613.931.0944,early may-late sep,,185,,E DP FT DW SH RS,ON,3.6,S,Lancaster
-79.516,42.995,CHIC,Chippawa Creek Conservation Area,AUTH,905.386.6387,,,160,,,ON,1.8,SW,Wellandport
-89.214,48.335,CHIP,Chippewa Park,CP,807.623.3912,,,30,,WE,ON,3.5,SE,Thunder Bay
-82.075,46.219,CHUT,Chutes Provincial Park,PP,705.865.2021,,,130,,E FTVT DW RS,ON,4.9,SW,Sables-Spanish Rivers
-80.721,43.67,CONE,Conestogo lake Conservation Area,AUTH,519.638.2873,,,285,,WE,ON,6.3,S,Moorefield
-79.738,43.243,CONF,Confederation Park,AUTH,905.547.6141,,,100,,WE,ON,6.5,E,Hamilton
-78.404,45.539,COON,Coon Lake - Algonquin Provincial Park,PP,705.633.5572,,,,,NR,ON,,,
-80.357,44.538,CRAI,Craigleith Provincial Park,PP,705.445.4467,,,172,,E FT DW RS,ON,4,N,Blue Mountains
-81.52,45.233,CYPR,Cyprus Lake - Bruce Peninsula National Park,CNP,519.596.2263,,,242,,NH DW NS RS,ON,8.4,E,Tobermory
-78.78,43.87,DARL,Darlington Provincial Park,PP,905.436.2036,,,315,,E FT DW NR,ON,2.9,S,Courtice
-80.56,42.707,DEER,Deer Creek Conservation Area,AUTH,877.990.9934,,,45,,,ON,2.6,S,Langton
-81.335,44.505,DENN,Dennys Dam Conservation Area,AUTH,519.364.1255,,,,,,ON,1.8,NE,Southampton
-76.773,44.545,DEPO,Depot Lakes Conservation Area,AUTH,613.374.2940,,,,,,ON,4.6,W,Godfrey
-77.843,46.18,DRIF,Driftwood Provincial Park,PP,613. 586.2553,,,80,,E FT DW RS,ON,3,SE,Stonecliffe
-80.796,44.183,DURH,Durham Conservation Area,AUTH,519.369.2074,,,200,,WE,ON,3.9,SE,West Grey
-79.899,44.146,EARL,Earl Rowe Provincial Park,PP,705.435.2498,,,365,,E FT DW RS,ON,2.6,NE,Adjala-Tosorontio
-80.445,43.672,ELOR,Elora Gorge Conservation Area,AUTH,519.846.9742,,,545,,WE,ON,7.1,SW,Centre Wellington
-78.538,44.342,EMIL,Emily Provincial Park,PP,705.799.5170,,,300,,E FT DW RS,ON,10.5,E,Kawartha Lakes
-79.87,48.29,ESKE,Esker Lakes Provincial Park,PP,705. 568.7677,,,103,,E FT DW RS,ON,9.8,NE,King Kirkland
-81.44,46.47,FAIR,Fairbank Provincial Park,PP,705. 866.0530,,,160,,E FT DW RS,ON,20.5,W,Greater Sudbury
-81.632,43.718,FALL,Falls Reserve Conservation Area,AUTH,519.524.6429,,,,,,ON,4.4,SE,Goderich
-81.18,43.069,FANS,Fanshawe Conservation Area,AUTH,519.451.2800,,,650,,WE,ON,3.1,SW,Thorndale
-74.995,44.989,FARR,Farran Park,CP,613.537.8600,,,170,,WE DP FT DW SH RS,ON,0.8,S,Ingleside
-77.79,44.29,FERR,Ferris Provincial Park,PP,705.653.3575,,,160,,E FT DW RS,ON,19.7,SE,Warsaw
-79.624,43.223,FIFT,Fifty Point Conservation Area,AUTH,905.525.2187,,,,,,ON,12.3,E,Hamilton
-79.804,47.056,FINL,Finlayson Point Provincial Park,PP,705. 569.3205,,,117,,E FT DW RS,ON,,,
-76.216,45.484,FITZ,Fitzroy Provincial Park,PP,613.623.5159,,,235,,E FT DW NR,ON,25.5,W,Ottawa
-83.914,49.838,FUSH,Fushimi Lake Provincial Park,PP,705.362.4164,,,46,,E FT DW NR,ON,,,
-74.469,45.149,GLEG,Glengarry Park â€“ St. Lawrence,AUTH,613.347.2595,mid may-late sep,,,,WE DP FT DW SH,ON,1.7,E,Lancaster
-81.27,49.18,GREE,Greenwater Provincial Park,PP,705.272.6335,,,66,,E FT DW RS,ON,6.1,NE,Driftwood
-80.559,45.925,GRUN,Grundy Lake Provincial Park,PP,705.383.2286,,,475,,E VT DW RS,ON,47.3,NW,Parry Sound
-80.246,43.608,GUEL,Guelph Lake Conservation Area,AUTH,519.824.5061,,,290,,WE,ON,4.4,N,Guelph
-79.994,42.8,HALD,Haldimand Conservation Area,AUTH,877.990.9938,,,230,,WE,ON,10.6,SW,Haldimand
-81.635,46.906,HALF,Halfway Lake Provincial Park,PP,705. 965.2702,,,215,,E FT DW RS,ON,41.3,NW,Sudbury
-80.938,44.545,HARR,Harrison Park,CP,519.371.9734,,,75,,WE,ON,1.6,S,Owen Sound
-86.293,48.61,HATT,Hattie Cove - Pukaskwa National Park,CNP,807.229.0801,,,67,,E FT NR,ON,,,
-78.168,44.286,HOPE,Hope Mill Conservation Area,AUTH,705.745.5791,,,65,,E,ON,4.2,S,Indian River
-79.635,43.736,INDI,Indian Line Conservation Area,AUTH,800.304.9728,,,245,,WE,ON,10.2,N,Mississauga
-81.58,44.3,INVE,Inverhuron Provincial Park,PP,519. 368.1959,,,125,,E FT DW RS,ON,2.9,NW,Tiverton
-75.317,44.833,IROQ,Iroquois Municipal Campground,CP,613.652.2506,,Walk to beach/swimming/ship locks on St. Lawrence river - right in town near restaurants - paved airstrip for fly in and marina with free visitor slips.,122,,WE DP FT DW SH,ON,1.1,S,iroquois
-82.501,48.175,IVAN,Ivanhoe Lake Provincial Park,PP,705.899.2644,,,120,,E FT DW RS,ON,,,
-89.623,48.403,KAKA,Kakabeka Falls Provincial Park,PP,807. 473.9231,,,169,,E FT DW RS,ON,0.3,W,Kakabeka Falls
-78.441,45.572,KEAR,Kearney Lake - Algonquin Provincial Park,PP,705.633.5572,,,100,,NR,ON,,,
-80.946,44.579,KELS,Kelso Beach,CP,519.371.9734,,,40,,,ON,0.8,N,Owen Sound
-80.889,48.572,KETT,Kettle Lakes Provincial Park,PP,705.363.3511,,,137,,E FT DW RS,ON,21.3,E,Timmins
-81.401,46.015,KILL,Killarney George Lake Provincial Park,PP,705.287.2900,,,126,,E FT DW RS,ON,6.1,NE,Killarney
-80.211,45.356,KILB,Killbear Provincial Park,PP,705.342.5492,,yurts also,881,,E FTVT DW RS,ON,4.3,SW,Carling
-78.876,46.089,KIOS,Kiosk - Algonquin Provincial Park,PP,705.633.5572,,,,,RS,ON,30.6,E,Nipissing
-78.498,45.579,LAKT,Lake of Two Rivers - Algonquin Provincial Park,PP,705.633.5572,,,240,,RS,ON,,,
-78.023,45.32,LAKS,Lake St. Peter Provincial Park,PP,613.338.5312,,,65,,E FTVT DW RS,ON,1,NE,Lake Saint Peter
-80.568,43.491,LAUR,Laurel Creek Conservation Area,AUTH,519.884.6620,,,130,,WE,ON,3,NW,Waterloo
-81.246,44.989,LION,Lions Head Beach Park,CP,519.793.3522,,,35,,,ON,0.4,E,Lions Head
-79.424,42.874,LONB,Long Beach Conservation Area,AUTH,905.899.3462,,,300,,WE,ON,4.2,SW,Wainfleet
-80.404,42.581,LONP,Long Point Provincial Park,PP,519.586.2133,,,256,,E FT DW RS,ON,3.8,SE,Port Rowan
-82.183,42.88,LORN,Lorne C. Henderson Con. Area,AUTH,519.882.2280,,,,,,ON,2,W,Petrolia
-76.129,44.607,LOWE,Lower Beverley Twp Park,CP,613.928.2881,,,150,,WE,ON,3.9,N,Lyndhurst
-81.455,44.415,MACG,MacGregor Point Provincial Park,PP,519.389.9056,,,360,,E FT DW RS,ON,2.6,W,Saugeen Shores
-86.902,49.691,MACL,MacLeod Provincial Park,PP,807.854.0370,,,85,,E FT DW NR,ON,17.8,E,Greenstone
-74.396,45.216,MAPL,Maplewood Acres RV Park,CP,613.347.2130,,,,,,ON,2.4,NE,Bainsville
-79.359,44.587,MARA,Mara Provincial Park,PP,705.326.4451,,,105,,E FTVT DW RS,ON,6.2,S,Longford Mills
-79.805,46.731,MART,Marten River Provincial Park,PP,705.892.2200,,,190,,E FT DW RS,ON,23,S,Temagami
-74.963,44.989,MCLA,McLaren Campsite - St. Lawrence,AUTH,613.534.8202,mid may-late sep,,140,,WE FT DW,ON,4.5,SW,Long Sault
-79.328,44.57,MCRA,McRae Point Provincial Park,PP,705.325.7290,,,203,,E FT DW RS,ON,7.4,S,Longford Mills
-80.568,44.602,MEAF,Meaford Memorial Park,CP,519.538.2530,,,140,,WES,ON,1.3,E,Meaford
-78.516,45.577,MEWL,Mew Lake - Algonquin Provincial Park,PP,705.633.5572,,,130,,RS,ON,,,
-79.51,45.82,MIKI,Mikisew Provincial Park,PP,705.386.7762,,,265,,E FT DW RS,ON,6.4,W,South River
-74.903,45.01,MILR,Mille Roches Campsite - St. Lawrence,AUTH,613.534.8202,early jun-early sep,,215,,WE FT DW,ON,1.5,SW,Long Sault
-82.741,46.587,MISS,Mississagi Provincial Park,PP,705.865.2021,,,90,,NH VT DW RS,ON,,,
-76.237,44.782,MURP,Murphys Point Provincial Park,PP,613.267.5060,,,160,,E FT DW RS,ON,6.4,N,Portland
-84.71,49.46,NAGA,Nagagamisis Provincial Park,PP,807.868.2254,,,107,,NH FTVT DW RS,ON,,,
-79.973,44.352,NEWL,New Lowell Conservation Area,AUTH,705.424.1479,,,,,WE,ON,0.4,S,New Lowell
-86.6,48.74,NEYS,Neys Provincial Park,PP,807.229.1624,,,144,,E FT DW RS,ON,10.1,W,Marathon
-80.269,42.747,NORF,Norfolk Conservation Area,AUTH,877.990.9937,,,160,,WE,ON,6.5,S,Simcoe
-79.963,45.31,OAST,Oastler Lake Provincial Park,PP,705.378.2401,,,148,,E FT DW RS,ON,9,W,Seguin
-85.05,48.34,OBAT,Obatanga Provincial Park,PP,807.822.2592,,,130,,E FT DW RS,ON,20.3,SE,White River
-92.12,49.99,OJIB,Ojibway Provincial Park,PP,807.737.2033,,,45,,E FT DW NR,ON,11.5,SW,Sioux Lookout
-93.431,50.763,PAKW,Pakwash Provincial Park,PP,807.222.3346,,,69,,E FT DW NR,ON,12.3,NW,Ear Falls
-84.681,46.969,PANC,Pancake Bay Provincial Park,PP,705.882.2209,,,325,,E FT DW RS,ON,47.1,S,Algoma
-80.388,43.282,PINH,Pinehurst Lake Conservation Area,AUTH,519.442.4721,,,275,,WE,ON,3.1,E,Ayr
-81.832,43.254,PINE,Pinery Provincial Park,PP,519.243.2220,,,1000,,E FT DW RS,ON,2.9,NE,Lambton Shores
-80.745,43.158,PITT,Pittock Conservation Area,AUTH,519.539.5088,,,250,,WE,ON,4.3,SW,Innerkip
-78.45,45.573,POGL,Pog Lake - Algonquin Provincial Park,PP,705.633.5572,,,285,,RS,ON,,,
-81.715,43.804,POIN,Point Farms Provincial Park,PP,519.524.7124,,,209,,E FT DW RS,ON,,,
-80.813,42.651,PORT,Port Burwell Provincial Park,PP,519.874.4691,,,232,,E FT DW RS,ON,0.7,W,Port Burwell
-77.714,43.995,PRES,Presquile Provincial Park,PP,613.475.4324,,,394,,E FT DW RS,ON,3.5,S,Brighton
-91.123,48.675,QUET,Quetico Dawson Trail Provincial Park,PP,807.597.2735,,,107,,E FT DW RS,ON,,,
-84.826,47.742,RABB,Rabbit Blanket Lake  - Lake Superior Provincial Park,PP,705.856.2284,,,20,,E FT DW RS,ON,6.8,N,Algoma
-87.395,48.838,RANW,Rainbow Falls Ã¢â‚¬â€œ Whitesand Lake Provincial Park,PP,807.824.2298,,,97,,E FT DW RS,ON,5.6,E,Rossport
-82.137,49.419,RENE,Rene Brunelle Provincial Park,PP,705.367.2692,,,88,,E FT DW RS,ON,5.3,N,Moonbeam
-79.76,46.058,REST,Restoule Provincial Park,PP,705.729.2010,,,278,,E FT DW RS,ON,,,
-75.672,45.061,RIDE,Rideau River Provincial Park,PP,613.258.2740,,,184,,E FT DW RS,ON,3.3,NW,Kemptville
-75.071,44.946,RIVE,Riverside/Cedar - St. Lawrence,AUTH,613.543.3287,mid may-late sep,,320,,WE DP FT DW SH,ON,6.4,NE,Morrisburg
-78.408,45.524,ROCL,Rock Lake - Algonquin Provincial Park,PP,705.633.5572,,,120,,RS,ON,17.6,NE,Algonquin Highlands
-79.547,42.846,ROCP,Rock Point Provincial Park,PP,905.774.6642,,,178,,E FT DW RS,ON,5.2,W,Lowbanks
-80.148,43.613,ROCW,Rockwood Conservation Area,AUTH,519.856.9543,,,100,,WE,ON,0.4,SW,Guelph/Eramosa
-81.845,42.32,ROND,Rondeau Provincial Park,PP,519.674.1750,,,262,,E FT DW RS,ON,5,S,Morpeth
-94.234,49.68,RUSH,Rushing River Provincial Park,PP,807. 548.4351,,,217,,E FT DW RS,ON,12.9,SE,Kenora
-78.86,46.283,SAMU,Samuel de Champlain Provincial Park,PP,705.744.2276,,,215,,E FT DW RS,ON,3.1,E,Calvin
-77.26,43.9,SAND,Sandbanks Provincial Park,PP,613.393.3319,,,549,,E FT DW RS,ON,6.9,S,Prince Edward
-91.55,49.46,SANL,Sandbar Lake Provincial Park,PP,807.934.2995,,,74,,E FT DW RS,ON,,,
-81.25,44.68,SAUB,Sauble Falls Provincial Park,PP,519.422.1952,,,152,,E FT DW SH RS,ON,6.9,SW,Wiarton
-81.31,44.347,SAUG,Saugeen Bluffs Conservation Area,AUTH,519.353.7206,,,210,,WE,ON,3.3,NW,Paisley
-79.956,42.812,SELK,Selkirk Provincial Park,PP,905.776.2600,,,142,,E FT DW RS,ON,9,SW,Haldimand
-76.727,44.774,SHAR,Sharbot Lake Provincial Park,PP,613.335.2814,,,185,,E FT DW RS,ON,1.9,W,Sharbot Lake
-83.82,47.862,SHOA,Shoals Provincial Park,PP,705. 864.1160,,,44,1536,NH VT DW NR,ON,,,
-79.32,44.33,SIBB,Sibbald Point Provincial Park,PP,905.722.8061,,,604,,E FTVT DW RS,ON,6.2,E,Georgina
-78.072,44.925,SILE,Silent Lake Provincial Park,PP,613.339.2807,,,167,,NH VT DW RS,ON,6.8,E,Highlands East
-76.575,44.832,SILV,Silver Lake Provincial Park,PP,613.268.2000,,,148,,E FT DW RS,ON,1.7,W,Maberly
-94.047,49.429,SIOU,Sioux Narrows Provincial Park,PP,807. 226.5223,,,71,,E FT DW NR,ON,22.6,N,Sioux Narrows Nestor Falls
-79.769,44.901,SIXM,Six Mile Lake Provincial Park,PP,705.756.2746,,,217,,E FT DW RS,ON,,,
-88.709,48.484,SLEE,Sleeping Giant Provincial Park,PP,807.977.2526,,,200,,E FT DW RS,ON,25.7,E,Thunder Bay
-80.42,45.62,STUR,Sturgeon Bay Provincial Park,PP,705.366.2521,,,81,,E FT DW RS,ON,2.1,S,The Archipelago
-78.719,45.513,TEAL,Tea Lake - Algonquin Provincial Park,PP,705.633.5572,,,40,,RS,ON,,,
-79.957,43.725,TERR,Terra Cotta Conservation Area,CP,,,,137,,,ON,6.2,NE,Halton Hills
-80.65,51.22,TIDE,Tidewater Provincial Park,PP,705. 336.2987,,,20,,NH VT DW NR,ON,3.7,S,Moosonee
-79.81,44.02,TOTT,Tottenham Conservation Area,AUTH,705.424.1479,,,,,,ON,9.6,S,New Tecumseth
-89.19,48.49,TROW,Trowbridge Falls,CP,807.683.6661,,,150,,WE,ON,15.3,E,Murillo
-80.337,42.701,TURK,Turkey Point Provincial Park,PP,519.426.3239,,,235,,E FT DW RS,ON,,,
-75.014,44.963,UPPE,Upper Canada Sanctuary - St. Lawrence,AUTH,613.537.2024,mid may-late oct,,70,,,ON,2.7,SW,Ingleside
-80.144,43.388,VALE,Valens Conservation Area,AUTH,905.525.2183,,,220,,,ON,8.7,E,Cambridge
-74.45,45.56,VOYA,Voyageur Provincial Park,PP,613.674.2825,,,416,,E FT DW RS,ON,,,
-82.864,47.511,WAKA,Wakami Lake Provincial Park,PP,705.233.2853,,,65,,NH VT DW RS,ON,,,
-78.131,44.462,WARS,Warsaw Caves Conservation Area,AUTH,705.745.5791,,,50,,,ON,2.2,N,Warsaw
-81.948,42.997,WARW,Warwick Conservation Area,AUTH,519.849.6770,,,80,,WE,ON,4.9,NW,Watford
-80.317,42.931,WATE,Waterford North Conservation Area,AUTH,519.443.0571,,,,,,ON,18.9,N,Saint Williams
-81.466,43.828,WAWA,Wawanosh Park Conservation Area,AUTH,519.524.6429,,,,,,ON,5,NE,Auburn
-82.444,42.093,WHEA,Wheatley Provincial Park,PP,519.825.4659,,,220,,E FT DW RS,ON,1,E,Wheatley
-85.648,48.72,WHIL,White Lake Provincial Park,PP,807.822.2447,,,187,,E FT DW RS,ON,2.6,N,Mobert
-81.068,43.267,WILD,Wildwood Conservation Area,AUTH,519.284.2931,,,460,,WE,ON,,,
-81.441,46.619,WIND,Windy Lake Provincial Park,PP,705.966.2315,,,93,,E FT DW RS,ON,1.5,W,Onaping
-74.947,44.997,WOOD,Woodlands Campsite - St. Lawrence,AUTH,800.437.2233,mid may-late aug,,170,,WE FT DW,ON,3.6,SW,Long Sault
-62.582,46.202,BRUD,Brudenell River Provincial Park,PP,902.652.8966,,,25,,WES FT DW RS,PE,2.6,NW,Georgetown
-63.706,46.558,CABO,Cabot Beach Provincial Park,PP,902.836.8945,,,170,,WES FT DW RS,PE,2.6,N,Lot 18
-63.406,46.499,CAVE,Cavendish -  Prince Edward Island National Park,CNP,902.672.6350,,,300,,RS,PE,0.9,N,Green Gables
-64.381,46.623,CEDA,Cedar Dunes Provincial Park,PP,902.859.8785,,,60,,WE FT DW RS,PE,9.3,SW,Oleary
-63.89,46.591,GREE,Green Park Provincial Park,PP,902.831.7912,,,60,,WES FT DW RS,PE,2.1,NE,Tyne Valley
